idx,name,source,text,n_tokens,n_valid,mean_delta,mean_sigma,A_marginal,A_joint,A_cov,pearson_rho,signature
6140,svenn kristiansen,REF,"svenn erik kristiansen -lrb- born 30 may 1940 -rrb- is a norwegian teacher turned politician .
he served as deputy mayor of oslo for a period before becoming mayor of oslo for a period in 2007 , when per ditlev-simonsen resigned .
following the norwegian local elections , 2007 kristiansen did not continue as mayor .",100,71,0.499105,4.189874,2.091185,2.232218,0.141033,0.381876,ALIGNED
6140,svenn kristiansen,GEN,"A Biography of Svenn Kristiansen

Svenn Kristiansen is a Norwegian artist who was born in 1965. He is best known for his paintings and sculptures, which often depict everyday objects in a surreal and abstracted manner. Kristiansen’s work has been exhibited in galleries and museums throughout Norway and Europe, and he has won numerous awards for his artistic achievements. In this blog post, we will provide a brief overview of Kristiansen’s life and career.

Kristiansen was born in Bergen, Norway ",200,96,0.524815,2.298032,1.206041,1.237233,0.031192,0.140268,MIXED
7505,jamie gregg,REF,"jamie gregg -lrb- born march 18 , 1985 , in edmonton , alberta -rrb- is a canadian long track speed skater .
gregg was ranked 10th in overall world cup standings for the 2009 -- 10 season .
he is set to compete for canada at the 2010 winter olympics in the 500 m .
at the olympics , gregg competed in the richmond olympic oval where he finished 8th in the 500 m as the top north american skater , one spot ahead of jeremy wotherspoon .
gregg 's younger sister jessica gregg also competed at the 2010 ",182,120,0.476189,3.307328,1.574913,1.709193,0.13428,0.35905,ALIGNED
7505,jamie gregg,GEN,"Jamie Gregg

Jamie Gregg is a Canadian professional ice hockey player who is currently playing for the Edmonton Oilers in the National Hockey League (NHL). He is known for his excellent puck-handling skills and his ability to make quick and accurate passes.

Gregg was born on January 14, 1985, in Edmonton, Alberta, Canada. He started his hockey career as a junior player for the Red Deer Rebels of the Western Hockey League (WHL). During his time with the Rebels, he was recognized for his strong w",202,90,0.504201,2.510151,1.265621,1.254515,-0.011106,-0.044568,MIXED
13662,raymond rock,REF,"raymond rock -lrb- born october 1 , 1922 -rrb- is a former canadian politician and a businessman .
he was elected member of parliament for the liberal party representing the riding of jacques-cartier -- lasalle in the 1962 federal election and later represented the riding of lachine .
rock physically crossed the floor in 1972 to join the progressive conservatives and was subsequently defeated in the 1972 election.raymond rock crossed the floor because he had received a communique from the libera",361,262,0.477267,3.805859,1.816411,1.891631,0.07522,0.181699,MIXED
13662,raymond rock,GEN,"Raymond Rock was born in New York City on May 15, 1900, the son of a New York City policeman. He attended public schools and earned a BA from Columbia University in 1922.

In 1934, Rock married Mildred Rock, and the couple had one daughter, Patricia.

Rock worked for the New York Police Department from 1920 to 1923, then held various positions in the United States Department of Justice from 1923 to 1951, ending his career as chief of the Criminal Division. This was followed by a term as a judge ",198,132,0.487734,3.339306,1.628693,1.719175,0.090482,0.294865,MIXED
17716,raymond dubly,REF,raymond dubly -lrb- 5 november 1893 -- 7 september 1988 -rrb- was a french international footballer who played for france national football team at the 1920 and 1924 summer olympics .,61,43,0.488924,4.112311,2.010608,2.174232,0.163623,0.3723,ALIGNED
17716,raymond dubly,GEN,"I am a 20-year-old college student, and I have been writing since I was 14. I am originally from the United States but currently reside in London. I am a student at the London School of Economics and Political Science, where I am studying for a BA in Economics and Management. I am also an avid reader, and I enjoy reading both fiction and non-fiction books. I am also a member of the London Writers' Club. I have been published in a number of journals, including The Journal of the Society for Conte",198,146,0.467684,3.140666,1.46884,1.511157,0.042317,0.163352,MIXED
35757,allison paige,REF,"allison paige -lrb- born may 27 , 1982 in refugio , texas -rrb- is an american country music singer .
paige began performing in clubs in texas with whiskey river when she was 11 years old .
she later joined the dancehall band rhythm of the road .
her first single , a cover of skeeter davis ' `` the end of the world '' , was released by capitol records nashville and peaked at number 72 on the `` billboard '' hot country singles & tracks chart in may 2000 .
paige 's debut album , `` end of the wor",182,129,0.480097,3.553943,1.706237,1.895743,0.189507,0.419757,ALIGNED
35757,allison paige,GEN,"Allison Paige is a former American soccer midfielder and forward. She played for the United States women’s national soccer team.

Her career began with the North Carolina Tar Heels, where she was a member of the 1999 NCAA Division I Women’s Soccer Championship team. She was a member of the 2004 Olympic bronze medal-winning team.

In 2003, Paige scored a goal in the 2003 FIFA Women’s World Cup final against Germany. In the 2004 Olympics in Athens, she scored a goal in the final against Brazil. Sh",200,120,0.517412,3.20097,1.656221,1.666171,0.00995,0.04634,MIXED
70850,sorokin,REF,"dmytro sorokin -lrb- born 14 july 1988 -rrb- , is a ukrainian futsal player who plays for lokomotiv kharkiv and the ukraine national futsal team .",57,39,0.569752,3.613486,2.05879,2.137277,0.078487,0.165416,MIXED
70850,sorokin,GEN,"Pitirim Sorokin

Pitirim Sorokin (1889-1968) was a Russian sociologist who became one of America’s most influential social scientists.

Early Life

Pitirim was born in Sretenka, Russia, on December 14, 1889. He graduated from St. Petersburg University in 1913 and took a position at Moscow University in 1915. After the Bolshevik Revolution in 1917, Sorokin’s political writings were banned and he was removed from his position at Moscow University. He moved to Kiev in 1918 and assumed a position at",200,121,0.544968,3.075252,1.675913,1.716552,0.040639,0.160827,MIXED
40968,randall l. gibson,REF,"randall lee gibson -lrb- september 10 , 1832 -- december 15 , 1892 -rrb- was an attorney and politician , elected as a member of the house of representatives and u.s. senator from louisiana .
he served as a brigadier general in the confederate states army .
later he was a regent of the smithsonian institution , and a president of the board of administrators of tulane university .",111,80,0.478393,3.842868,1.838403,1.970353,0.131951,0.273177,ALIGNED
40968,randall l. gibson,GEN,"Randall L. Gibson, a native of Washington, D.C., is an author, playwright and actor. He was born in Washington, D.C., on June 30, 1959, the first child of the late Charles and Hattie M. Gibson. He attended the former Anacostia High School and graduated from Dunbar High School. He also attended and graduated from the University of the District of Columbia. His favorite saying is “Inspiration is the key to all creativity.” He has taught for a number of years in the District of Columbia Public Scho",198,146,0.508527,4.079772,2.074675,2.158414,0.083739,0.193167,MIXED
20401,"james herbert `` jimmy '' sears -lrb- march 20 , 1931january 4 , 2002 -rrb-",REF,"james herbert `` jimmy '' sears -lrb- march 20 , 1931january 4 , 2002 -rrb- was a professional american football defensive back/halfback in the national football league -lrb- nfl -rrb- and the american football league -lrb- afl -rrb- .",80,48,0.498842,4.094109,2.042313,2.258327,0.216015,0.415549,ALIGNED
20401,"james herbert `` jimmy '' sears -lrb- march 20 , 1931january 4 , 2002 -rrb-",GEN,"James Herbert “Jimmy” Sears
Just from $13/Page

The jimmy sears, one of the most influential figures in the history of rockabilly music, had been born on march 20, 1931 in hamilton, tennessee.

In his childhood he learned to play guitar and banjo and also played in a local band in hamilton.

In the 1950s he moved to memphis, tennessee and worked as a truck driver.

In 1954, he began to work as a disc jockey at wmpq memphis.

This was the first time that many rockabilly records were played.

This",201,140,0.47063,3.960662,1.864006,1.946819,0.082813,0.19358,MIXED
49432,marios charalambous,REF,"marios charalambous -lrb- -rrb- born june 18 , 1969 is a former international cypriot football defender .
he started his career in 1990 from apollon limassol and he played there for ten years .
also , he played in olympiakos nicosia for two years and he ended his career in enosis neon paralimni .
he also had a brief spell with kavala f.c. during the 1999 -- 00 greek alpha ethniki season .
charalambous made 60 appearances for the cyprus national football team from 1991 to 2002 .",160,105,0.484779,3.48137,1.687697,1.759043,0.071347,0.172183,MIXED
49432,marios charalambous,GEN,"Marios Charalambous

Marios Charalambous is a prolific writer and blogger with a passion for the written word. He has been blogging since 2010, and has written a number of books, including “The Ultimate Guide to Blogging.” He is also a frequent contributor to The Huffington Post and The Guardian. Charalambous is a graduate of the University of Oxford, and currently resides in London.

## The 6 Best Marios Charalambous Books

Marios Charalambous is a writer and journalist with a passion for the w",200,109,0.572398,3.162939,1.810461,1.873087,0.062626,0.184431,MIXED
56126,robert kraus,REF,"robert kraus -lrb- june 21 , 1925 -- august 7 , 2001 -rrb- was an american children 's author , cartoonist and publisher .
founder and publisher of windmill books , author and illustrator of award-winning children 's books , kraus began as a cartoonist and cover artist for `` the new yorker '' .",92,68,0.497277,4.091195,2.034458,2.207905,0.173447,0.40016,ALIGNED
56126,robert kraus,GEN,"Robert Kraus was born in Philadelphia, Pennsylvania, on October 1, 1893. Kraus was the son of a German immigrant. As a child, Kraus was interested in music and began playing the piano in his early teens. He was forced to drop out of school to study music. He began to take formal lessons and soon began to compose. Kraus was not a very good student, but he was still able to get into the Curtis Institute of Music. He played the piano with the Philadelphia Orchestra and the orchestra that accompanie",198,152,0.50199,3.682964,1.848811,1.844483,-0.004328,-0.016097,MIXED
10264,annie trumbull slosson,REF,"annie trumbull slosson -lrb- 18 may 1838 stonington , connecticut - 4 october 1926 new york city -rrb- was an american author and entomologist .",55,39,0.533813,4.526548,2.416329,2.60534,0.189011,0.414096,ALIGNED
10264,annie trumbull slosson,GEN,"Annie Trumbull Slosson was an American writer and journalist. She was born in 1850 in Chicago and died in 1932 in New York City. She was a pioneer in the field of journalism for women, working as a correspondent for the New York Tribune and the New York World. She was also a critic and writer for the New York Times and the Chicago Tribune. She wrote about the lives of women, particularly in the United States, and was a pioneer in the field of journalism for women.

Annie Trumbull Slosson wrote e",198,116,0.518818,2.641927,1.37068,1.413396,0.042716,0.17787,MIXED
72051,ernest frederick iii,REF,"ernst frederick iii karl , duke of saxe-hildburghausen -lrb- königsberg in bayern , 10 june 1727 -- seidingstadt , 23 september 1780 -rrb- , was a duke of saxe-hildburghausen .
he was the eldest son of ernst frederick ii , duke of saxe-hildburghausen and caroline of erbach-fürstenau .
he succeeded his father as duke of saxe-hildburghausen when he was only eighteen years old in 1745 ; as a result his mother , the dowager duchess caroline , acted as a regent on his behalf until he reached adulthoo",1029,557,0.493753,3.546222,1.750959,1.800865,0.049906,0.119238,MIXED
72051,ernest frederick iii,GEN,"Ernest Frederick III (1845-1904)

Ernest Frederick III was the son of Prince Frederick William of the Prussian royal house of Hohenzollern and his wife, Princess Maria Anna of Portugal. He was born on June 13, 1845 in Berlin, Prussia. He was the youngest brother of the future Emperor Frederick III of Germany (ruled 1888) and thus a member of the imperial family.

He was educated at the Royal Military Academy in Berlin and served in the Prussian Army during the Austro-Prussian War of 1866. He lat",202,122,0.461775,2.788408,1.287616,1.280171,-0.007445,-0.03515,MIXED
65810,allfader,REF,"allfader is a norwegian blackened death metal band from the town of mo i rana in the north of the country .
they are currently signed to french record label osmose productions .
they combine death metal style riffing with black metal-esque vocals in a similar manner to bands such as fellow countrymen myrkskog and zyklon .",83,61,0.554294,4.285717,2.375547,2.603351,0.227804,0.380773,ALIGNED
65810,allfader,GEN,"Allfader is a musician, programmer, and activist.

He was born in 1992 in Germany. He is very active in music, as well as in the community, and in politics.

He is a member of the music community, and is a big advocate in the music scene.

He is also a programmer, and is very active in the programming scene. He has been involved in the development of many projects, including the creation of the music software, Music.

He is also a member of the community, and is very active in the community.

He",198,125,0.41827,3.548456,1.484211,1.519131,0.034919,0.092929,MIXED
11957,francis theodore frost,REF,"francis theodore frost -lrb- december 21 , 1843 -- august 25 , 1916 -rrb- was a canadian manufacturer and politician .
born in smiths falls , canada west , the son of ebenezer frost and caroline harwood , he was educated in smiths falls , coventry , vermont and potsdam , new york .
frost manufactured farm implements in smith falls .
he was reeve of smiths falls from 1876 to 1883 and became the town 's first mayor in 1883 .
frost also served as warden for lanark county .
in 1868 , he married mari",307,187,0.519823,3.359364,1.746275,1.935394,0.18912,0.439878,ALIGNED
11957,francis theodore frost,GEN,"Francis Theodore Frost was born in 1869 in the town of Dunkirk, New York. It was in this small town that Frost developed his love for writing and the outdoors. When he was 13, his father died and his family was forced to move to Lawrence, Massachusetts. The move was a difficult one for Frost, and he described it as “the first loss of a home in his life and the beginning of his rootlessness” (Bauer 5). Frost’s interest in poetry first began after he read a poem entitled “My Butterfly” by his fath",198,159,0.528365,3.589015,1.896309,1.930741,0.034433,0.106758,MIXED
20964,raya raghunatha tondaiman,REF,raja sri raya raghunatha tondaiman -lrb- c. may 1738 - 30 december 1789 -rrb- was the ruler of pudukkottai kingdom from 28 december 1769 to 30 december 1789 .,74,50,0.478207,4.416992,2.112237,2.286382,0.174145,0.412034,ALIGNED
20964,raya raghunatha tondaiman,GEN,"Raja Rajendra Chola I (1012 – 1044 CE) was the last ruler of the Chola Empire from 1012 to 1044 CE. He was the second son of Rajaraja Chola I.

He was the chief architect of the empire’s expansion into Kalinga and Ganga districts. Under his rule, the Cholas expanded their military power and consolidated their hold over South India, the Deccan, and Orissa.

It is said that he was a brilliant and intelligent man who could read and write in six different languages. This was something that was consi",198,147,0.511056,3.401609,1.738412,1.767794,0.029381,0.091061,MIXED
17522,valerie henderson,REF,"valerie kay `` val '' henderson -lrb- born 19 april 1986 , in concord , california -rrb- is an american soccer goalkeeper currently playing for the western new york flash of the national women 's soccer league .
she played four seasons as the starting goalkeeper for the ucla women 's soccer team from 2004 to 2007 , and subsequently played at a professional level for pali blues , los angeles sol and philadelphia independence plus damallsvenskan side kif Örebro before signing for the atlanta beat ",209,126,0.500839,3.417693,1.711715,1.872771,0.161056,0.385604,ALIGNED
17522,valerie henderson,GEN,"Valerie Henderson

Valerie Henderson is a renowned educator and researcher with a passion for improving education outcomes for all students. As a professor and researcher, she has focused her work on improving teacher education and developing innovative strategies to support the professional growth of educators.

Henderson holds a Ph.D. in Curriculum and Instruction from the University of Oregon, where she also earned her master's degree in Special Education. She has a bachelor's degree in eleme",200,114,0.509775,2.974342,1.516246,1.493793,-0.022453,-0.085684,MIXED
24236,dahn ben-amotz,REF,"dahn ben-amotz -lrb- , born moshe tehilimzeigger on april 13 , 1923 , died october 20 , 1989 -rrb- was an israeli radio broadcaster , journalist , playwright , and author , as well as a former palmah member .
despite having immigrated from poland in 1938 , he was often considered the epitome of the `` sabra '' , a native born israeli jew .",116,84,0.447824,4.3394,1.943288,2.070427,0.12714,0.272853,ALIGNED
24236,dahn ben-amotz,GEN,"dahn ben-amotz

dahn ben-amotz was born in 1943 in Haifa, Israel. He is a writer, poet, playwright, and translator. He graduated from the Hebrew University in Jerusalem in English Literature and Philosophy.

Ben-amotz is the author of twenty-six books of poetry, fiction, and essays. He is the winner of an American Book Award (USA) for his book of poetry, The Book of the Book (2007), and a National Book Award (USA) for his book of non-fiction, A Little History of the Hebrew Language (2010). Ben-a",200,133,0.504538,3.38859,1.709671,1.778564,0.068893,0.193371,MIXED
58020,josé maría maguregui,REF,josé maría maguregui ibarguchi -lrb- 16 march 1934 -- 30 december 2013 -rrb- was a spanish football midfielder and coach .,51,39,0.530562,4.265505,2.263116,2.458585,0.19547,0.384093,ALIGNED
58020,josé maría maguregui,GEN,"José María Maguregui

José María Maguregui was born in 1906 in Loyo (Guipuzcoa), in a family of 10 children. He was a priest of the Congregation of the Mission (Vincentians) and had a long and prolific career. He was a writer, professor, journalist, and theologian.

He studied Philosophy and Theology at Zarautz and was ordained a priest in 1931. He was a professor of theology in Madrid as well as a professor of moral theology at the Faculty of Theology in Saragossa, where he was also Rector of t",202,146,0.491534,3.586163,1.762723,1.786816,0.024093,0.069258,MIXED
4915,leonid razvozzhayev,REF,"leonid razvozzhayev -lrb- Леонид Михайлович Развозжаев -rrb- is a member of the political coalition left front and an aide to ilya ponomarev , a member of the russian parliament .
razvozzhayev was kidnapped from kiev , ukraine in october 2012 , allegedly by russian security forces .",94,55,0.556464,4.465649,2.484971,2.640568,0.155597,0.323691,ALIGNED
4915,leonid razvozzhayev,GEN,"Leonid Razvozzhayev

Leonid Razvozzhayev was born on 11th of June 1964, in the Russian city of Izhevsk. He studied in the University of Izhevsk, where he received his doctoral degree in 1989. His main field of study was Biology.

After completing his master’s degree, he began to work in the University of Izhevsk, where he has been teaching since 1989. After completing his doctoral degree in 1995, he moved to the United States. In the United States he worked as a biology professor in the Virginia",201,129,0.460551,3.217904,1.482009,1.537539,0.05553,0.157697,MIXED
11963,matt vanderbeek,REF,"matthew james vanderbeek -lrb- born august 16 , 1967 in saugatuck , michigan -rrb- is a former american football defensive end and linebacker in the national football league for the washington redskins , indianapolis colts , and dallas cowboys .
he played college football at michigan state university .",84,55,0.494374,4.083486,2.018768,2.154314,0.135547,0.253797,ALIGNED
11963,matt vanderbeek,GEN,"Matt Vanderbeek

Matt Vanderbeek is a passionate advocate for the advancement of youth in both the sport and recreation industry. He has worked with over 500 youth serving organizations and was the 2014 recipient of the National Alliance for Youth Sports (NAYS) Youth Sports Advocate of the Year award.

Matt’s work has positively impacted over 700,000 young people by providing them with opportunities to engage in sports and physical activity through his programs, initiatives, and organizations. M",201,136,0.458819,3.683875,1.690231,1.671416,-0.018815,-0.053151,MIXED
45714,doc reisling,REF,"frank carl reisling -lrb- july 25 , 1874 in martins ferry , ohio -- march 4 , 1955 in tulsa , oklahoma -rrb- was a pitcher in major league baseball .
he pitched from 1904-1910 with the brooklyn superbas and washington senators .",88,62,0.508524,4.017049,2.042765,2.279694,0.236929,0.529486,ALIGNED
45714,doc reisling,GEN,"Doc Reisling was born in the small town of Boring, Oregon. He was a quiet, shy child who loved nature and animals. He spent most of his time outdoors, exploring the woods and fields around his home.

As he grew older, he began to show an interest in science and medicine. He attended Oregon State University, where he studied biology and chemistry. After graduating, he went on to medical school at Oregon Health & Science University.

After completing his residency, he opened his own family practic",198,102,0.546333,2.603629,1.422448,1.435367,0.01292,0.052391,MIXED
50699,felicity mason,REF,"felicity mason -lrb- born 1976 -rrb- is an australian actress , writer and visual artist .
she has starred in two major film roles , in 2002 and 2003 .
mason was born in sydney , australia .
her artwork explores a variety of themes from identity to values within popular culture .
her works range from oil paintings , sculpture , mixed media , installation to video and film .
in 2001 , mason graduated from the actors workshop in brisbane australia .
mason has a ba fine arts minoring in film from t",403,286,0.457684,3.927158,1.797399,1.847219,0.049819,0.098862,MIXED
50699,felicity mason,GEN,"Felicity Mason is a 20 year old filmmaker from Melbourne, Australia. She grew up in a small town called Bacchus Marsh, Victoria. She has had a great passion for filmmaking since the age of 10, when she began writing and directing short films with her family. Her first feature film, Catching Up, was written and directed at the age of 16, and is now available on Amazon Prime. Her second feature film, Stella Doesn’t Live Here Anymore, is a coming of age drama with elements of horror and suspense.

",198,145,0.493476,3.693345,1.822579,1.950472,0.127893,0.338633,ALIGNED
54298,john leishman mcdougall,REF,"john leishman mcdougall vc -lrb- 1839 -- 10 march 1869 -rrb- was a scottish recipient of the victoria cross , the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to british and commonwealth forces .",75,39,0.503021,4.08831,2.056506,2.145879,0.089373,0.191619,MIXED
54298,john leishman mcdougall,GEN,"John Leishman McDougall

John Leishman McDougall was born in New Orleans on January 12, 1941, to James and Mildred McDougall. The family moved to Texas in 1944, and he attended Texas A&M University from 1960 to 1965. He received a Bachelor of Science degree in Electronics Engineering, and was inducted into the Eta Kappa Nu honor society.

He worked for IBM from 1965-76 in the areas of Computer Operations and Engineering Management. He then worked for Prudential Insurance from 1977-1993 in the ar",200,129,0.48343,3.492425,1.688344,1.736318,0.047974,0.126332,MIXED
33067,tommy Øren,REF,"tommy Øren -lrb- born 10 may 1980 in Årdalstangen -rrb- is a norwegian football striker who currently plays for sogndal fotball in norway .
he has played for sogndal in his entire senior career , except for the seasons 2006 through 2009 when he played for hamarkameratene .
he has played once for the norwegian national team .",102,66,0.500536,3.946935,1.975585,2.211338,0.235754,0.454636,ALIGNED
33067,tommy Øren,GEN,"Tommy Øren  is a Danish author, director, and actor. He was born on 23rd March 1978. He is known to be one of the most talented Danish actors and directors. He appeared in movies such as “The Hunt”, “The Happiest Day in the Life of Olli Mäki”, “In Order of Disappearance”, and “A War”.

Early life:

He was born in a small town in Denmark called Ålborg. He graduated from Ålborg University Centre with a bachelor’s degree in acting. He met his wife in the year 2002, and they got married in the year ",198,144,0.500948,3.64101,1.823956,1.92156,0.097604,0.255125,MIXED
26704,wendell roche,REF,"wendell roche -lrb- born april 13 , 1971 -rrb- is a dutch-curaçao heavyweight kickboxer .
he holds an amazing achievement in being the only man to ever defeat the kickboxing great ginty vrede .",65,55,0.518423,4.635682,2.403244,2.569796,0.166553,0.344402,ALIGNED
26704,wendell roche,GEN,"Wendell Roche

Wendell Roche is a 33 year old entrepreneur, consultant, and author who has spent the past 15 years in the private and public sector helping businesses grow and succeed.

Wendell’s first job out of college was managing a coffee shop in the heart of Manhattan. He learned quickly that if you want to be successful in business, you have to meet the needs of the customers. That’s why Wendell’s focus is on helping businesses understand their customers’ needs and wants so that they can p",201,145,0.489717,3.302563,1.617321,1.645249,0.027928,0.095478,MIXED
36608,trenton wiggan,REF,"trenton ashton wiggan -lrb- born 20 september 1962 -rrb- , is a former footballer who played primarily as a forward .
born in jamaica , he moved to england as a child and represented his adopted country at schoolboy international level , and played in the football league for sheffield united before moving on to a number of clubs in non-league .",91,71,0.480875,4.160563,2.000711,2.212629,0.211917,0.446879,ALIGNED
36608,trenton wiggan,GEN,"Trenton Wiggins

Trenton Wiggins is a former American footballer who played in the National Football League as a fullback. He was born on December 2, 1969 in Little Rock, Arkansas, and played college football at the University of Arkansas. He was drafted by the New England Patriots in the second round of the 1993 NFL Draft.

Throughout his career, Wiggins played for the Patriots, the Carolina Panthers, the Jacksonville Jaguars, and the New Orleans Saints. He was known for his toughness and physi",200,96,0.508071,2.844264,1.445087,1.428206,-0.016881,-0.058263,MIXED
31746,goran maričić,REF,goran maričić -lrb- ; born 21 august 1988 -rrb- is a serbian football forward who plays for sloga požega in serbian league west .,45,35,0.536459,4.342044,2.329331,2.437143,0.107813,0.188251,ALIGNED
31746,goran maričić,GEN,"Goran Maričić is a Serbian-Canadian writer, translator, editor, and literary critic. He was born in 1962 in Belgrade, Serbia. He immigrated to Canada in 1987. He studied Comparative Literature at the University of Belgrade.

Maričić published several short stories and a short novella. He translated from French into Serbian and Serbian into English.

He is also a literary critic, a book reviewer, and a translator. He has a number of publications on literary topics. He also writes a book blog devo",198,130,0.504697,3.431293,1.731763,1.798025,0.066262,0.193614,MIXED
26828,tianna bartoletta,REF,"tianna bartoletta -lrb- née madison ; born august 30 , 1985 -rrb- is an american track and field athlete , who specializes in the long jump and the short sprinting events .
she was world champion in both the indoor and outdoor long jump in 2005 and 2006 , respectively .
she was an olympian in 2012 , finishing fourth in the 100m race and earning a gold medal by leading off the world record-setting 4x100 m relay team .",128,88,0.465838,3.267417,1.522086,1.690331,0.168244,0.385511,ALIGNED
26828,tianna bartoletta,GEN,"Tianna Bartoletta

Tianna Bartoletta is an American track and field athlete who specializes in the long jump. She is a world champion, Olympic champion, and five-time world medalist in the long jump, as well as a three-time national champion. Bartoletta was born on September 22, 1986, in Plainfield, New Jersey, and her full name is Tianna Bartoletta.

In her high school days, she was a member of the track and field team at Plainfield High School and won numerous state championships. She then wen",200,106,0.489116,2.80166,1.370338,1.423044,0.052706,0.209411,MIXED
31850,dogbowl,REF,"stephen tunney , also known as dogbowl , is an american artist , musician and novelist .
he was a founding member of the avant-garde band king missile -lrb- dog fly religion -rrb- and has recorded many albums as a solo act .
he is also the author of two novels , `` one hundred percent lunar boy , '' published in 2010 by macadam/cage and `` flan , '' published in 1992 by four walls eight windows .
`` one hundred percent lunar boy '' takes place on a terraformed moon two thousand years in the futu",211,158,0.488386,4.329151,2.114296,2.21779,0.103494,0.209545,ALIGNED
31850,dogbowl,GEN,"Tessa Dwyer, aka dogbowl, was born in Christchurch, New Zealand on the 23rd of May, 1987; one of three children. She spent her childhood in the beautiful city of Nelson, where she grew up with her Mum, her Dad and her sister, and her beloved dog, Spike. She studied at the University of Otago (NZ) from 2005 to 2008, completing a BA in English, Art History and Social Theory.

In 2008 she moved to Melbourne, where she began her writing life. She has since been published in a number of literary jour",198,143,0.519632,3.724373,1.935302,2.012509,0.077206,0.181457,MIXED
65304,arve isdal,REF,"arve isdal -lrb- born 28 august 1977 , bergen , norway -rrb- , also known as ice dale , is a norwegian musician and producer .
he is best known for being the guitarist of progressive black metal band enslaved .
he is very active in the norwegian metal scene as both a member of several bands and a session player for others still .
after tom cato visnes left the hard rock band audrey horne , isdal played the bass parts on their second album `` le fol '' and continues to perform with the group .
he",288,233,0.510614,4.080868,2.083748,2.240406,0.156658,0.328228,ALIGNED
65304,arve isdal,GEN,"Arve Isdal

Arve Isdal is a Norwegian musician, composer, and music producer who was born on 17 April 1983 in Oslo, Norway. Isdal is known for his work on the soundtracks of several major films and television series, including the critically acclaimed “The Girl with the Dragon Tattoo” (2011), “The Killing” (2007–2012), and “The Bridge” (2011–2018).

Isdal began playing the guitar at the age of 15 and eventually moved on to the piano. He studied music at the University of Oslo and the Royal Acade",199,111,0.537409,2.882176,1.548909,1.603501,0.054593,0.17197,MIXED
67966,edgar magnin,REF,"edgar magnin -lrb- july 1 , 1890 -- july 17 , 1984 -rrb- was rabbi and spiritual leader of wilshire boulevard temple -lrb- previously congregation b'nai b'rith -rrb- , the oldest jewish congregation in los angeles , california .
magnin served at the temple for 69 years and was considered one of the most prominent jewish leaders in the united states , sometimes called the `` rabbi to the stars '' because of his close connections to the hollywood film industry .",134,97,0.480979,3.653539,1.757275,1.886492,0.129217,0.323393,ALIGNED
67966,edgar magnin,GEN,"Edgar Magnin

Edgar Magnin was an important figure in the history of American theater and film. He was born in 1883 in San Francisco and died in 1967. Magnin’s career began as a producer, working with the Shubert brothers in the early 1900s. He later became a successful Broadway producer, staging productions of popular musicals such as “Show Boat” and “Oklahoma!” Magnin also produced several films, including the classic “Gone with the Wind.” Throughout his career, Magnin was recognized as a tale",200,117,0.5187,2.846046,1.476245,1.494804,0.018559,0.057372,MIXED
54976,janu tornell,REF,"janu tornell -lrb- born may 9 , 1965 -rrb- is an american reality show contestant and former las vegas showgirl and beauty pageant contestant of cuban descent .",46,36,0.450241,4.795173,2.158982,2.255255,0.096273,0.207082,MIXED
54976,janu tornell,GEN,"Janu was born in Sweden in 1983. She started gymnastics at the age of 5 and immediately fell in love with the sport. She competed for 10 years in different levels before she made it to the national team. She competed for Sweden at the European Championship in 2002 and 2004 and the World Championship in 2003. She was also a member of the national team that went to the Olympic Games in Athens 2004.

After her gymnastics career, Janu decided to become a teacher and she started studying at the Unive",198,119,0.466244,2.778271,1.295352,1.308005,0.012653,0.067538,MIXED
56833,georgi vyun,REF,"georgi ivanovich vyun -lrb- -rrb- -lrb- born 27 october 1944 in solntsevka , omsk oblast died november 29 , 2008 in saint petersburg -rrb- was a soviet football player and a russian coach .",76,56,0.49499,4.154834,2.056601,2.222702,0.166101,0.389409,ALIGNED
56833,georgi vyun,GEN,"An Overview

A biography is a detailed, written account of someone’s life from birth to death. The biography can be written in the form of a narrative, with the writer telling the story and making the author feel as if they were there during the events. A biography can also be written in the form of a research paper, with the writer presenting all of their findings and letting the reader draw their own conclusions.

Georgi Vyun: A Russian Singer and Author

Georgi Vyun is a Russian singer and au",200,130,0.53168,2.948168,1.567481,1.597073,0.029592,0.095341,MIXED
48161,gerry glaude,REF,"gerry glaude -lrb- born november 10 , 1927 -rrb- is a canadian former professional ice hockey defenceman .
as a member of the muskegon zephyrs , glaude was named to the ihl first all-star team in three consecutive years -lrb- 1961 to 1963 -rrb- .
during the 1962 -- 63 , glaude became the first defenceman in the history of professional hockey to score 100 points in a single season .",125,77,0.471325,3.496304,1.647896,1.833185,0.185289,0.380316,ALIGNED
48161,gerry glaude,GEN,"Gerry Glaude

Gerry Glaude is an American author, poet, and lecturer. He graduated in English from the University of Wisconsin, where he was a writing instructor. He is the author of the memoir, ""I'm Not Done Yet: One Man's Search for the Meaning of Life,"" and the poetry collection, ""Painting the Moon.""

Glaude's writing has appeared in The New York Times, The Boston Globe, The Washington Post, and The Huffington Post. He has been a guest on NPR, CNN, and the BBC.

He lives in New York City with",198,116,0.536935,3.471473,1.863956,1.880845,0.016889,0.042686,MIXED
